336.600318	183.270481
313.833484	209.243498
252.624987	497.574894
159.863748	425.839065
203.007778	195.576954
249.474969	426.588989
264.010780	397.852446
213.824067	497.283433
225.983316	305.463316
288.613791	376.177699
262.881738	367.183144
284.534050	293.682287
262.475285	248.178801
257.605112	256.999685
243.737689	272.913137
221.996876	214.754330
193.587558	228.632840
188.337112	246.170781
176.372437	260.694762
154.517605	274.272643
151.492534	261.463974
142.798386	245.241547
154.724576	213.656274
128.253264	211.594727
127.065553	231.277418
95.052513	282.274406
156.719845	193.865319
168.016646	198.501580
184.619895	219.229582
195.886861	201.502384
191.302616	168.339651
232.077155	130.431118
236.438142	145.408660
240.747157	189.838213
199.886445	313.289816
193.399759	305.004525
155.062106	332.300879
302.428726	162.841930
312.529584	167.089717
324.653502	160.412448
291.259132	226.983249
215.549954	254.179011
192.093718	361.987250
188.109036	379.071124
148.879295	398.868255
189.472687	473.390602
194.062263	486.329783
194.373620	498.285676
204.000685	474.624475
199.753390	461.372086
216.275957	456.200021
206.869667	453.908909
201.095301	435.463941
227.506586	407.273511
216.462179	358.420745
227.003234	297.056635
258.124961	438.322862
272.529599	454.424378
246.624877	482.910333
235.002633	490.221405
225.769932	486.206120
341.923787	300.927488
359.196316	302.832170
357.980328	295.874157
362.876372	250.075472
340.170772	260.206796
359.320767	273.188181
365.465377	267.600213
374.059849	266.564286
380.999956	265.626365
395.405867	250.859095
406.036610	247.491256
402.797928	239.428717
416.885267	277.910651
415.911937	286.431877
406.497756	289.202823
406.093773	278.382358
424.176107	295.956556
431.934987	303.368976
441.813110	292.233544
438.759975	283.707055
426.891552	246.998362
431.944276	227.773901
430.471984	214.728259
444.261956	218.711977
452.053808	218.651353
450.413840	197.404298
450.624865	205.475049
473.045609	207.394327
488.508285	207.329396
480.117391	227.456534
483.459947	255.034044
465.900189	221.053759
475.385906	240.112211
452.501899	249.020380
462.662478	264.029012
471.649713	281.778728
453.378342	328.579720
415.355864	322.047948
405.447703	339.559078
379.598859	340.599292
389.525588	356.008126
396.664950	355.410869
389.535097	384.685655
379.108216	291.356432
375.525909	300.867797
388.604729	307.267464
396.530440	306.060382
397.681737	322.308528
386.911213	328.619969
378.241360	323.444324
361.543948	326.256600
348.269229	323.621852
378.741419	361.879506
350.769894	388.171272
341.167105	391.416586
329.390207	395.134405
319.288180	392.686557
306.243275	392.196984
283.555780	427.127267
281.632632	437.671934
288.815584	445.064169
317.443758	446.282830
309.801731	467.959700
306.854931	413.121633
314.733625	407.352415
342.232501	413.617323
273.422000	385.386441
435.599024	171.543880
432.006104	177.125083
433.247925	185.319143
345.235986	220.090694
337.527765	219.090548
475.138689	193.695124
471.867740	174.332657
474.157057	153.322233
480.861158	128.616565
492.888737	136.407236
467.208713	143.605656
459.117681	146.403180
278.128330	261.815964
245.484044	315.796421
275.799214	312.165909
283.711853	319.734365
258.360342	358.864790
188.162684	419.175831
206.602435	385.880989
256.795648	382.854516
223.586998	456.077633
242.881942	454.097758
246.668966	448.666942
254.601234	448.076055
252.218221	463.603366
257.077369	483.317522
231.748088	506.967660
295.401766	285.161741
324.604812	321.949238
332.708685	330.362053
314.852647	352.976554
349.661051	373.684639
355.642797	384.582188
365.445052	376.940021
224.635792	430.103522
223.257915	437.559836
216.411333	446.744306
175.384207	451.886435
406.039162	223.783701
409.601343	231.325702
401.273349	198.654149
411.001907	191.746177
409.964930	205.944550
351.418069	338.555059
345.643216	349.587082
351.957678	352.409894
293.225694	408.974599
294.160596	418.133808
291.660792	427.158669
286.612452	466.046137
269.861510	467.595943
230.220030	379.567555
311.591150	429.972114
238.731333	396.328996
355.198336	287.710312
411.242773	260.109272
423.293679	260.269276
430.260792	275.246236
405.596557	311.041588
421.788962	157.472526
401.099316	387.502982
376.921686	386.548887
268.166057	426.067507
275.781892	442.347450
272.455519	285.515203
255.901350	284.927914
313.657629	264.971862
342.361991	189.606346
339.680798	205.336964
355.125008	279.126231
367.457830	281.794016
380.353296	273.921338
378.547100	283.307109
369.945558	309.627249
332.067768	343.894358
339.954432	334.730487
221.669178	349.761555
256.551690	394.414336
373.836236	344.514818
379.855887	312.040585
322.257794	416.707814
328.200380	419.674001
274.947229	400.365419
274.736152	412.701335
423.862239	182.798221
408.539610	160.447521
349.979122	174.326348
327.669030	174.501067
217.255861	124.375441
155.329659	385.117926
182.008407	443.793839
110.057844	458.949101
95.530052	463.905831
161.830880	183.596040
223.173574	207.490971
148.380088	209.294969
218.408824	149.122620
207.397606	153.544994
207.225945	142.562512
168.202264	431.019579
238.995919	437.890501
295.408192	439.419526
288.743285	393.648440
204.629277	364.875276
297.101056	268.097836
161.633188	460.466016
177.795096	491.471886
183.783139	453.739927
163.615028	412.757756
251.335310	370.406396
151.348299	471.811179
276.426881	323.306491
332.429207	202.119122
357.631560	194.773694
393.075499	230.878922
284.264063	503.387465
404.745749	298.509200
371.294225	254.940639
381.598449	237.590308
382.606706	208.715099
440.753859	130.046055
466.588384	113.335766
449.663539	188.210319
442.090912	239.636572
390.445532	283.039328
463.633337	165.603137
79.487185	457.584220
174.786995	408.172008
304.651852	306.551369
367.784722	299.171425
457.363498	271.864536
400.475289	259.572877
