'neuron', 'neuron', 'delay', 'correlation coefficient'
43, 56, -3, -1.0
56, 67, 3, -1.0
67, 225, 3, -1.0
47, 67, 0, -0.88640526042791845
67, 179, 0, -0.88640526042791845
67, 122, 2, -0.87831006565367986
50, 122, -3, -0.87499999999999989
67, 88, 3, -0.87499999999999989
50, 179, -3, -0.87287156094396945
43, 56, -2, -0.8563488385776753
56, 67, 2, -0.8563488385776753
56, 62, 1, -0.84049772202078865
2, 208, -2, -0.83622847847350124
8, 39, -3, -0.83588037169503937
50, 88, -1, -0.82621417933237506
122, 208, 2, -0.82502864732539016
19, 122, -3, -0.81242074845948675
8, 30, -3, -0.81088485407938304
72, 88, 3, -0.80694658478592873
4, 48, -1, -0.80314223720554034
20, 225, 0, -0.79772403521746571
122, 153, 3, -0.79406666717674401
8, 88, -1, -0.79340417862549939
31, 39, -2, -0.79259392390121697
8, 225, 2, -0.79198493885248578
31, 225, 2, -0.79198493885248578
31, 88, -1, -0.79122669990744876
88, 153, 2, -0.79115480528523996
8, 225, 1, -0.78881063774661553
30, 67, -1, -0.78881063774661531
31, 122, 1, -0.78881063774661531
31, 225, 3, -0.78848622455676998
31, 88, 2, -0.78645618058679512
2, 19, -1, -0.7861154674027776
88, 95, 0, -0.7804878048780487
8, 47, -2, -0.77922116805340635
8, 179, -2, -0.77922116805340635
47, 208, 3, -0.77849894416152332
30, 208, 3, -0.77849894416152288
2, 8, -3, -0.77672343405400124
30, 31, 3, -0.77588017744445803
31, 47, -1, -0.77499217433196799
31, 179, -1, -0.77499217433196799
50, 88, -2, -0.7745966692414834
2, 20, -3, -0.77344313670384679
43, 225, 1, -0.77151674981045948
47, 67, -1, -0.77151674981045948
67, 179, 1, -0.77151674981045948
122, 208, 1, -0.77083333333333348
88, 153, 3, -0.76724137931034475
2, 95, -3, -0.76706335724622565
8, 39, -2, -0.76604591723041582
43, 66, 0, -0.76460145475625696
43, 225, 2, -0.76447078715643835
30, 50, 3, -0.76376261582597316
67, 88, 2, -0.76184005936446397
67, 122, 1, -0.75714285714285712
43, 225, 3, -0.75592894601845462
78, 225, 3, -0.75592894601845462
19, 122, -2, -0.7559289460184544
20, 48, 3, -0.7559289460184544
48, 88, 3, -0.7559289460184544
67, 122, 3, -0.7559289460184544
88, 126, -3, -0.7559289460184544
31, 39, -3, -0.75391248917351328
56, 67, 1, -0.75106761619881079
50, 122, -2, -0.75
72, 88, 2, -0.74875946222097678
8, 122, -1, -0.7477804035376252
6, 39, -3, -0.74656596674746023
67, 225, 2, -0.74603174603174605
