'neuron', 'neuron', 'delay', 'correlation coefficient'
26, 30, 3, -0.86602540378443837
30, 100, 0, -0.83152184062029988
179, 187, -3, -0.78446454055273629
172, 211, -2, -0.78093227600761861
141, 213, -2, -0.76184005936446397
172, 211, -3, -0.75567042975657617
26, 211, -1, -0.75194326883689455
58, 84, 3, -0.73521462209380783
18, 84, 3, -0.73402527439337928
172, 211, -1, -0.695192833452978
179, 211, -3, -0.68640647298364388
45, 211, -2, -0.6739498346918168
100, 213, -1, -0.67330032922413852
18, 123, 3, -0.67314560089181297
2, 58, -3, -0.6691859822533357
58, 123, 3, -0.66842392277696083
30, 84, 3, -0.66666666666666663
38, 58, -3, -0.65420916645143801
122, 187, 3, -0.64695750012550368
172, 213, -1, -0.64695496337664893
26, 211, 0, -0.64222006647947072
45, 211, -3, -0.63834505362257465
16, 58, -3, -0.62410508266880549
58, 60, 3, -0.62410508266880549
58, 157, 3, -0.62410508266880549
58, 176, 3, -0.62410508266880549
26, 211, -2, -0.6215583421285128
21, 84, 3, -0.6201736729460422
30, 58, 3, -0.6201736729460422
2, 21, -3, -0.61910348461984521
18, 58, 3, -0.61910348461984521
18, 58, -3, -0.61695269723912438
100, 187, -3, -0.61586734157412704
172, 213, 0, -0.61487890079252272
21, 100, 1, -0.61463629715285917
2, 18, -3, -0.61206896551724144
2, 58, -2, -0.61154974900827386
172, 187, -3, -0.6099990216107295
58, 71, 3, -0.6080770417662601
141, 213, -3, -0.60714285714285721
30, 179, 0, -0.60474315681476343
179, 211, -2, -0.60395717397020332
45, 211, -1, -0.60166239365096275
26, 213, -3, -0.60075140918611047
100, 213, 1, -0.59818513839014786
172, 187, -2, -0.59799148345668574
141, 213, 1, -0.59670814143985507
58, 103, 3, -0.59584969164786428
2, 30, -3, -0.58722021951470349
30, 100, 1, -0.58603271532768841
45, 213, 2, -0.58381938167770275
30, 45, -1, -0.57576128480686528
58, 240, 3, -0.57539645556875041
84, 211, 3, -0.57115544375993132
18, 38, 3, -0.56862545483694404
100, 213, 0, -0.5680375574437545
103, 187, 3, -0.56407607481776623
157, 187, 3, -0.56407607481776623
187, 240, -3, -0.56407607481776623
100, 211, -3, -0.56345309973803115
6, 58, -3, -0.55855192191975256
21, 30, 3, -0.55470019622522915
100, 213, 3, -0.54545454545454553
47, 211, 3, -0.5443825323336845
141, 213, 2, -0.54272042023997447
179, 213, -1, -0.54006172486732174
179, 211, -1, -0.54006172486732151
179, 211, 0, -0.5393598899705937
45, 187, -2, -0.53933021793751945
21, 100, 0, -0.53758720222862444
2, 21, -2, -0.53731861005486181
172, 213, -2, -0.53657720559983313
141, 211, 1, -0.53501014242807832
16, 187, 3, -0.5345224838248489
6, 21, 0, -0.53300179088902611
179, 187, -2, -0.53195421135214549
30, 225, 3, -0.53033008588991071
