'neuron', 'neuron', 'delay', 'correlation coefficient'
57, 101, 0, 1.0
28, 139, 3, 1.0
23, 139, 0, 1.0
23, 28, -3, 1.0
8, 31, 0, 0.91000000000000003
25, 127, -2, 0.89074532277579122
8, 67, -2, 0.88718232720408718
31, 36, 3, 0.88699005696880528
8, 36, 3, 0.88699005696880517
47, 122, 1, 0.88273482950474946
31, 67, -1, 0.87794448392477098
48, 126, 1, 0.87400737347512625
47, 179, 1, 0.87400737347512625
179, 225, 3, 0.87287156094396923
47, 225, 3, 0.87287156094396923
127, 235, -1, 0.87167173692535993
6, 127, -2, 0.87093638328355194
6, 36, 3, 0.87068965517241381
21, 44, 3, 0.86859903621537904
21, 56, 1, 0.86795634353676698
95, 208, 1, 0.8671875
20, 48, -3, 0.86602540378443849
48, 127, 0, 0.86189160737133463
36, 72, -3, 0.86103386132301885
8, 31, -1, 0.85951770521566129
48, 127, 1, 0.85933784884731945
48, 81, 1, 0.85933784884731945
19, 208, -1, 0.85833333333333328
48, 72, 1, 0.84816921993257066
48, 72, 2, 0.84389164591661103
6, 139, -1, 0.84065109998837395
6, 23, -1, 0.84065109998837395
8, 67, -3, 0.84051051488723671
36, 101, -3, 0.83761059683861405
36, 57, -3, 0.83761059683861405
33, 36, 3, 0.83761059683861405
81, 139, 0, 0.83666002653407545
23, 81, 0, 0.83666002653407545
36, 139, -3, 0.83562902179673315
23, 36, 3, 0.83562902179673315
6, 28, -3, 0.83562902179673315
127, 139, 1, 0.83452296039628004
28, 127, 1, 0.83452296039628004
23, 127, -1, 0.83452296039628004
127, 139, 2, 0.83205029433784361
44, 56, -2, 0.83205029433784361
28, 127, 2, 0.83205029433784361
23, 127, -2, 0.83205029433784361
31, 33, 0, 0.83152184062029977
8, 33, 0, 0.83152184062029977
2, 127, 0, 0.83152184062029977
47, 56, -3, 0.82915619758885006
44, 56, -3, 0.82915619758885006
56, 179, 3, 0.82915619758884995
28, 59, -3, 0.82915619758884995
28, 81, 3, 0.82915619758884973
67, 208, 3, 0.82817668608614159
31, 67, -2, 0.82714429464736328
