'neuron', 'neuron', 'delay', 'correlation coefficient'
103, 141, 1, 1.0
42, 48, 0, 1.0
38, 173, 0, 1.0
35, 208, 0, 1.0
27, 48, 0, 1.0
27, 42, 0, 1.0
16, 43, 0, 1.0
46, 54, 0, 0.97037840106070805
46, 48, 0, 0.970196443402075
42, 46, 0, 0.970196443402075
27, 46, 0, 0.970196443402075
48, 173, 0, 0.96954121509514735
42, 173, 0, 0.96954121509514735
38, 48, 0, 0.96954121509514735
38, 42, 0, 0.96954121509514735
27, 173, 0, 0.96954121509514735
27, 38, 0, 0.96954121509514735
54, 173, 0, 0.96664781820832502
38, 54, 0, 0.96664781820832502
43, 173, 0, 0.96613638874375074
38, 43, 0, 0.96613638874375074
16, 173, 0, 0.96613638874375074
16, 38, 0, 0.96613638874375074
70, 173, 0, 0.96589057683259039
38, 70, 0, 0.96589057683259039
113, 163, 1, 0.96031369596505822
127, 170, 0, 0.95597805697050919
43, 48, 0, 0.94301492315634461
42, 43, 0, 0.94301492315634461
27, 43, 0, 0.94301492315634461
16, 48, 0, 0.94301492315634461
16, 42, 0, 0.94301492315634461
16, 27, 0, 0.94301492315634461
48, 54, 0, 0.94145767346329112
42, 54, 0, 0.94145767346329112
27, 54, 0, 0.94145767346329112
155, 170, 0, 0.94080092632752188
54, 70, 0, 0.9365225919510185
46, 173, 0, 0.93541434669348544
38, 46, 0, 0.93541434669348544
48, 163, 0, 0.93374842489636445
42, 163, 0, 0.93374842489636445
27, 163, 0, 0.93374842489636445
48, 70, 0, 0.93374842489636434
42, 70, 0, 0.93374842489636434
27, 70, 0, 0.93374842489636434
43, 163, 0, 0.9325680982740896
43, 70, 0, 0.9325680982740896
16, 163, 0, 0.9325680982740896
16, 70, 0, 0.9325680982740896
32, 53, -1, 0.92973478995948988
22, 50, 1, 0.92951600308978
43, 54, 0, 0.92731989032281992
16, 54, 0, 0.92731989032281992
127, 155, 0, 0.92468024584013897
43, 113, -1, 0.91375678181378206
16, 113, -1, 0.91375678181378206
8, 70, 2, 0.91060113530547737
43, 46, 0, 0.90373783889353876
16, 46, 0, 0.90373783889353876
46, 163, 0, 0.90350790290525129
46, 70, 0, 0.90350790290525129
22, 170, 0, 0.89917219613257193
163, 173, 0, 0.89344878357014601
38, 163, 0, 0.89344878357014601
54, 113, 0, 0.89130400397213383
173, 187, 0, 0.8888976681684726
38, 187, 0, 0.8888976681684726
113, 173, 1, 0.88844962019861318
48, 113, -1, 0.88844962019861318
42, 113, -1, 0.88844962019861318
38, 113, -1, 0.88844962019861318
27, 113, -1, 0.88844962019861318
70, 113, 0, 0.88678890262741195
33, 208, 0, 0.88640526042791834
33, 35, 0, 0.88640526042791834
61, 208, 2, 0.8850794148547424
35, 61, -2, 0.8850794148547424
33, 61, -2, 0.8850794148547424
33, 208, -1, 0.88273482950474957
33, 35, -1, 0.88273482950474957
35, 208, 1, 0.88273482950474946
35, 208, -1, 0.88273482950474946
43, 187, 0, 0.87958829551966211
16, 187, 0, 0.87958829551966211
46, 155, 0, 0.8770580193070292
8, 113, 1, 0.86846590721734851
8, 163, 2, 0.86720947300060502
8, 43, 2, 0.86720947300060502
8, 16, 2, 0.86720947300060502
46, 113, 0, 0.86602540378443871
22, 155, 0, 0.86520690932944888
54, 163, 0, 0.86478894661008954
113, 170, 0, 0.86346243455434968
48, 130, 0, 0.86242231069985786
42, 130, 0, 0.86242231069985786
27, 130, 0, 0.86242231069985786
113, 155, 0, 0.86082846202111651
70, 187, 0, 0.85943645933384305
50, 155, -1, 0.85933784884731945
8, 173, 2, 0.85329268428483507
8, 48, 2, 0.85329268428483507
8, 42, 2, 0.85329268428483507
8, 38, 2, 0.85329268428483507
8, 27, 2, 0.85329268428483507
70, 163, 0, 0.85306122448979604
113, 130, 1, 0.85300020966970846
48, 155, 0, 0.85091857098894808
42, 155, 0, 0.85091857098894808
27, 155, 0, 0.85091857098894808
70, 113, -1, 0.8496861967588909
113, 173, 0, 0.8486684247915055
38, 113, 0, 0.8486684247915055
54, 113, -1, 0.84656167328001963
46, 113, -1, 0.84656167328001952
61, 208, 1, 0.84427663138513454
35, 61, -1, 0.84427663138513454
33, 61, -1, 0.84427663138513454
130, 163, 0, 0.84406750681386766
43, 130, 0, 0.84218847691218124
16, 130, 0, 0.84218847691218124
8, 130, 1, 0.84065109998837395
76, 170, 0, 0.83744447244360387
113, 127, 0, 0.83612507761331401
8, 125, 0, 0.83429768762651357
76, 155, 0, 0.83222721339030814
103, 141, 2, 0.83205029433784361
130, 168, 0, 0.83149717967568149
46, 130, 0, 0.83149717967568149
53, 76, 0, 0.83005735663928959
67, 208, 3, 0.82915619758885006
35, 67, -3, 0.82915619758885006
33, 67, -3, 0.82915619758884995
48, 113, 0, 0.82803774104392103
42, 113, 0, 0.82803774104392103
27, 113, 0, 0.82803774104392103
54, 170, 0, 0.82799154435075639
54, 155, 0, 0.82786693591046401
84, 170, 0, 0.82656828515473557
88, 141, 3, 0.82572282384477047
6, 54, -1, 0.8252648745549408
46, 170, 0, 0.82513699700703458
22, 127, 0, 0.82396119157015246
84, 113, 0, 0.81649658092772592
54, 187, 0, 0.81565972173052925
54, 168, 1, 0.81458066921985472
61, 208, 0, 0.81399183062150526
35, 61, 0, 0.81399183062150526
21, 141, 3, 0.81184414088598877
46, 127, 0, 0.81099822490888918
130, 173, 0, 0.81047482770480328
38, 130, 0, 0.81047482770480328
76, 127, 0, 0.8103446332178379
76, 84, 0, 0.8070002078437537
6, 43, -1, 0.8045977011494253
6, 16, -1, 0.8045977011494253
127, 167, 0, 0.80407240872868357
50, 170, -1, 0.80297952614184698
46, 112, 0, 0.80295506854696608
48, 187, 0, 0.80249744020148384
42, 187, 0, 0.80249744020148384
27, 187, 0, 0.80249744020148384
125, 130, 1, 0.80237741980287791
54, 127, 0, 0.80230584569983876
106, 170, 0, 0.8022574532384199
8, 54, 2, 0.80166255304963674
8, 46, 2, 0.80166255304963674
76, 168, 2, 0.80103785778742653
61, 67, -2, 0.80064076902543568
