'neuron', 'neuron', 'delay', 'correlation coefficient'
1, 271, 1, -1.0
2, 40, 3, -1.0
2, 58, 3, -1.0
2, 61, 2, -1.0
2, 135, 3, -1.0
2, 158, 3, -1.0
2, 172, 3, -1.0
2, 227, 3, -1.0
2, 249, 3, -1.0
19, 103, 0, -1.0
25, 61, 1, -1.0
25, 74, 3, -1.0
25, 135, 2, -1.0
25, 152, -3, -1.0
25, 158, 2, -1.0
25, 224, 3, -1.0
25, 227, 2, -1.0
25, 249, 2, -1.0
25, 271, 3, -1.0
33, 103, -1, -1.0
33, 297, -3, -1.0
40, 42, -3, -1.0
40, 231, -3, -1.0
41, 160, -2, -1.0
42, 58, 3, -1.0
42, 61, 2, -1.0
42, 135, 3, -1.0
42, 158, 3, -1.0
42, 172, 3, -1.0
42, 227, 3, -1.0
42, 249, 3, -1.0
55, 103, -1, -1.0
55, 297, -3, -1.0
58, 231, -3, -1.0
59, 166, -3, -1.0
61, 92, -1, -1.0
61, 147, -1, -1.0
61, 162, -3, -1.0
61, 209, -1, -1.0
61, 231, -2, -1.0
61, 291, -1, -1.0
61, 303, -1, -1.0
72, 103, -1, -1.0
72, 297, -3, -1.0
74, 92, -3, -1.0
74, 147, -3, -1.0
74, 209, -3, -1.0
74, 288, 2, -1.0
74, 291, -3, -1.0
74, 303, -3, -1.0
74, 308, -3, -1.0
88, 135, 1, -1.0
88, 158, 1, -1.0
88, 224, 2, -1.0
88, 227, 1, -1.0
88, 249, 1, -1.0
88, 271, 2, -1.0
92, 135, 2, -1.0
92, 158, 2, -1.0
92, 224, 3, -1.0
92, 227, 2, -1.0
92, 249, 2, -1.0
92, 271, 3, -1.0
103, 115, 1, -1.0
103, 121, 1, -1.0
103, 131, 0, -1.0
103, 143, -2, -1.0
103, 146, 1, -1.0
103, 165, 0, -1.0
103, 171, 1, -1.0
103, 189, -3, -1.0
103, 205, -2, -1.0
103, 212, -3, -1.0
103, 223, 0, -1.0
103, 279, -3, -1.0
103, 333, 0, -1.0
106, 386, 3, -1.0
108, 162, -3, -1.0
109, 124, 2, -1.0
109, 255, -2, -1.0
115, 297, -3, -1.0
121, 297, -3, -1.0
128, 168, 3, -1.0
135, 143, 3, -1.0
135, 147, -2, -1.0
135, 189, 2, -1.0
135, 205, 3, -1.0
135, 209, -2, -1.0
135, 226, -1, -1.0
135, 231, -3, -1.0
135, 291, -2, -1.0
135, 303, -2, -1.0
143, 249, -3, -1.0
143, 254, 2, -1.0
143, 271, -2, -1.0
143, 280, -3, -1.0
146, 297, -3, -1.0
147, 152, -3, -1.0
147, 158, 2, -1.0
147, 224, 3, -1.0
147, 227, 2, -1.0
147, 249, 2, -1.0
147, 271, 3, -1.0
152, 209, 3, -1.0
152, 231, 2, -1.0
152, 303, 3, -1.0
158, 209, -2, -1.0
158, 226, -1, -1.0
158, 231, -3, -1.0
158, 291, -2, -1.0
158, 303, -2, -1.0
160, 251, 2, -1.0
160, 324, 2, -1.0
168, 308, 2, -1.0
171, 297, -3, -1.0
172, 231, -3, -1.0
173, 288, 1, -1.0
177, 297, -3, -1.0
188, 254, -2, -1.0
189, 249, -2, -1.0
189, 254, 3, -1.0
189, 271, -1, -1.0
190, 255, 3, -1.0
196, 257, -1, -1.0
205, 249, -3, -1.0
205, 254, 2, -1.0
205, 271, -2, -1.0
205, 280, -3, -1.0
209, 224, 3, -1.0
209, 227, 2, -1.0
209, 249, 2, -1.0
209, 271, 3, -1.0
212, 254, 3, -1.0
216, 271, 1, -1.0
224, 226, -2, -1.0
224, 291, -3, -1.0
224, 303, -3, -1.0
224, 308, -3, -1.0
