'neuron', 'neuron', 'delay', 'correlation coefficient'
74, 140, -3, -1.0
38, 75, -3, -0.90526477361312785
126, 140, -3, -0.9041944301794651
53, 127, -2, -0.90265060772286887
84, 192, -1, -0.90252171970842587
84, 93, -1, -0.88741196746494244
84, 187, -1, -0.88741196746494244
53, 68, -3, -0.87865341503086969
84, 117, -1, -0.87834703078766452
74, 221, -2, -0.87831006565367986
53, 117, -3, -0.87734647779840269
75, 167, 3, -0.87500000000000011
44, 75, -3, -0.87287156094396956
46, 75, -3, -0.87287156094396956
74, 140, -2, -0.8703882797784892
75, 139, 3, -0.8668451156610707
6, 75, -3, -0.86634187571306698
28, 75, -3, -0.86634187571306698
75, 101, 3, -0.86634187571306698
74, 88, -3, -0.86602540378443837
84, 117, -2, -0.86373129272462157
88, 126, 2, -0.85567093475071809
31, 75, -3, -0.84829603581742741
68, 84, 1, -0.84746331488794402
84, 171, -1, -0.84746331488794402
91, 121, -1, -0.84162541153017312
53, 93, -3, -0.84119102419205971
53, 171, -3, -0.84119102419205971
53, 187, -3, -0.84119102419205971
26, 211, 2, -0.83918135829668916
32, 75, -3, -0.8385254915624214
40, 53, 3, -0.83770781658339089
84, 127, -1, -0.83684165250528797
126, 221, -2, -0.82394824678099299
84, 209, -3, -0.82171966891739556
66, 75, -3, -0.82067500430229201
40, 84, 1, -0.82041265414236697
73, 209, -1, -0.82041265414236697
53, 75, -2, -0.81994100835049122
53, 192, -2, -0.81970483132569594
121, 211, 2, -0.81649658092772615
53, 81, -3, -0.81179921887044493
44, 84, 3, -0.80694658478592896
53, 98, -3, -0.80348350234457089
53, 138, -3, -0.80099604136818892
66, 127, -3, -0.8009960413681888
88, 126, 1, -0.80090857496629753
75, 81, 3, -0.79907829366275829
73, 93, 0, -0.79772403521746571
73, 187, 0, -0.79772403521746571
53, 68, -2, -0.7969759116024403
1, 66, 3, -0.79626712339674421
126, 140, -2, -0.795099935886035
73, 171, 0, -0.79356120629013216
10, 84, 1, -0.79325614977063752
46, 84, 2, -0.79198493885248578
53, 73, 2, -0.79198493885248578
10, 53, 3, -0.79062641150336666
38, 84, 2, -0.7894633566317768
84, 138, -2, -0.7894633566317768
75, 138, 3, -0.78920518725247057
74, 88, -2, -0.78867386953791574
53, 139, -3, -0.78848622455677009
68, 101, 3, -0.78775823416560731
121, 215, 3, -0.78446454055273629
65, 74, -1, -0.78334945180064031
74, 221, 1, -0.78334945180064031
40, 84, 2, -0.77935362394755514
26, 211, 1, -0.77842896425221797
84, 139, -2, -0.77777777777777779
64, 215, 2, -0.77651636653311862
179, 215, 2, -0.77651636653311862
84, 98, -1, -0.77353193104851747
66, 84, 3, -0.77344313670384679
53, 75, -3, -0.77268329455489759
45, 211, -1, -0.77151674981045959
74, 140, -1, -0.77151674981045948
172, 211, -1, -0.77151674981045948
127, 233, 3, -0.77145427628917751
123, 211, 0, -0.76783604533348726
88, 138, 3, -0.76757426912363935
91, 123, -1, -0.76711246793513832
10, 75, -3, -0.76696498884737063
121, 211, 1, -0.76440838263234412
26, 221, -3, -0.76376261582597316
121, 221, -3, -0.76376261582597316
71, 225, -2, -0.76358991744059224
127, 139, 3, -0.76245636787862203
45, 215, 0, -0.75925660236529657
172, 215, 0, -0.75925660236529657
74, 221, -1, -0.75714285714285712
127, 138, 3, -0.75655034270868682
38, 127, -3, -0.75655034270868671
74, 221, -3, -0.7559289460184544
81, 84, 2, -0.7534677234406274
64, 211, 0, -0.75337353952399433
179, 211, 0, -0.75337353952399433
64, 211, 1, -0.7529337915865365
179, 211, 1, -0.7529337915865365
71, 74, -2, -0.75261780900638164
64, 211, -1, -0.75194326883689466
179, 211, -1, -0.75194326883689466
26, 211, 0, -0.7500375028127344
127, 167, 3, -0.74926864926535508
91, 154, 0, -0.74809402487305121
88, 126, 3, -0.74746192165509306
31, 84, 1, -0.74680892953671385
31, 53, 3, -0.7463966613844687
121, 211, 0, -0.74620250724463633
26, 215, 2, -0.74603297355910314
84, 93, -2, -0.74603174603174605
84, 171, -2, -0.74603174603174605
84, 187, -2, -0.74603174603174605
73, 171, 1, -0.74434396760344868
84, 174, -1, -0.74373574416109467
81, 84, 1, -0.74373574416109456
75, 117, 3, -0.7418253689708787
98, 101, 3, -0.74167707908729619
40, 73, 0, -0.74066817245834859
66, 174, -3, -0.74061289665152807
81, 174, -3, -0.74061289665152796
73, 211, 0, -0.73874874269985313
32, 98, -3, -0.73780406525694719
53, 127, -3, -0.73684210526315785
64, 215, 0, -0.73516382580336359
179, 215, 0, -0.73516382580336359
75, 84, 1, -0.73421186001969885
40, 53, 2, -0.73393893639517405
73, 117, 1, -0.73254089415961043
10, 84, 2, -0.73119422571765424
64, 171, 3, -0.73076923076923128
160, 171, 3, -0.73076923076923128
171, 179, -3, -0.73076923076923128
91, 121, -2, -0.73029674334022143
75, 101, 2, -0.73022432798926851
126, 221, -3, -0.73010947505141
74, 88, -1, -0.7293476893416827
53, 93, -2, -0.72667667681433235
53, 171, -2, -0.72667667681433235
53, 187, -2, -0.72667667681433235
121, 215, 2, -0.72586618631129773
88, 101, 2, -0.72557848666214009
45, 171, 1, -0.72551234255798869
171, 172, -1, -0.72551234255798858
117, 209, 3, -0.72521664149546905
73, 192, 1, -0.72420682437790129
73, 117, 0, -0.72418314259035299
37, 171, 0, -0.72410555795436515
88, 225, 2, -0.72406618803821676
6, 53, 3, -0.72403714115472118
53, 192, -3, -0.72403714115472118
40, 209, 3, -0.72336423325561805
64, 171, 1, -0.72171992097456605
171, 179, -1, -0.72171992097456605
31, 127, -3, -0.72086525754718722
88, 233, 3, -0.72057669212289199
44, 84, 2, -0.72008229982309557
68, 84, 2, -0.72008229982309557
1, 117, 3, -0.71976257290223444
26, 215, 1, -0.71888515468958947
1, 84, 0, -0.71887309275694344
10, 73, 0, -0.7173364293335901
73, 211, -1, -0.71713716560063623
6, 84, 2, -0.71712507049146113
60, 211, -1, -0.71666666666666667
38, 84, 3, -0.71572349963639559
71, 154, -2, -0.71491090217880982
37, 211, -2, -0.7142857142857143
84, 211, -2, -0.7142857142857143
211, 228, 2, -0.7142857142857143
64, 215, 1, -0.71339969532899883
179, 215, 1, -0.71339969532899883
28, 53, 3, -0.71240353521896649
46, 73, 1, -0.71221231161191978
53, 73, 1, -0.71221231161191956
68, 73, -1, -0.71213671063826967
38, 68, -3, -0.71085353667365514
6, 127, -3, -0.71052631578947356
28, 127, -3, -0.71052631578947356
101, 127, -3, -0.71052631578947356
73, 174, 1, -0.71013249796465672
84, 138, -1, -0.71004694680469327
38, 73, 1, -0.71004694680469316
121, 215, 1, -0.71004694680469316
103, 211, -1, -0.71004694680469305
126, 140, -1, -0.71004694680469294
60, 211, -2, -0.70929936561519058
73, 209, -2, -0.70929936561519058
127, 225, 1, -0.7083830202738377
73, 215, 1, -0.7077760731311632
192, 209, 2, -0.70710678118654757
84, 127, 0, -0.70655557404975544
1, 44, 3, -0.70613481264300615
1, 46, 3, -0.70613481264300615
28, 84, 2, -0.70609878811360283
32, 75, -2, -0.70535026764211983
91, 121, 0, -0.70530981060382969
73, 171, 2, -0.70456332070301619
123, 221, -2, -0.70431739445081443
75, 105, -3, -0.70346500531201273
73, 127, 2, -0.70331312418392333
38, 192, -3, -0.7032679335609614
26, 91, 1, -0.70298367442752741
101, 192, -3, -0.70209662172579024
75, 84, 0, -0.70157079352406082
84, 101, -3, -0.7015607600201138
66, 192, -3, -0.70155062535910739
1, 38, 3, -0.70104365170188354
75, 209, 3, -0.70091302582234971
68, 167, 3, -0.7009130258223496
46, 84, 3, -0.70076488822673522
53, 84, 3, -0.70076488822673522
37, 215, -1, -0.70000000000000018
215, 228, 1, -0.70000000000000018
73, 139, -1, -0.70000000000000007
84, 139, -1, -0.70000000000000007
192, 209, 3, -0.69888696861156663
32, 192, -3, -0.69843029576957827
101, 117, -3, -0.69737796953206377
31, 84, 2, -0.69651782829808828
73, 93, 1, -0.69631062382279141
73, 127, 1, -0.69631062382279141
73, 187, 1, -0.69631062382279141
45, 171, 0, -0.69610614017494621
171, 172, 0, -0.6961061401749461
26, 71, -2, -0.69560834364025248
71, 121, 2, -0.69560834364025248
1, 126, 3, -0.6953401476960186
64, 91, 0, -0.69457750535564444
91, 179, 0, -0.69457750535564444
88, 225, 1, -0.69456354991559621
26, 171, 3, -0.69448870432827103
74, 140, 0, -0.69337524528153638
1, 74, 3, -0.69337524528153627
88, 117, 3, -0.69336467545638047
64, 171, 0, -0.69127516778523479
171, 179, 0, -0.69127516778523479
73, 215, 0, -0.69098749102847767
53, 174, -2, -0.69090182503270381
44, 192, -3, -0.69011815379838437
46, 192, -3, -0.69011815379838437
64, 171, 2, -0.68990941824762042
171, 179, -2, -0.68990941824762042
84, 215, -2, -0.68887476370214162
53, 215, -3, -0.68824720161168529
93, 101, 3, -0.68824720161168529
101, 171, -3, -0.68824720161168529
101, 174, -3, -0.68824720161168529
101, 187, -3, -0.68824720161168529
53, 167, -3, -0.68824720161168518
53, 174, -3, -0.68824720161168518
121, 171, 2, -0.68803296123245206
81, 88, -3, -0.68771197546213314
40, 75, -3, -0.68750000000000011
101, 127, -2, -0.6869553930404394
75, 233, 3, -0.68640647298364454
121, 171, 3, -0.68640647298364421
75, 211, 3, -0.6864064729836441
121, 211, 3, -0.68640647298364388
26, 171, 2, -0.68539020629118086
32, 174, -3, -0.68465319688145765
32, 93, -3, -0.68465319688145754
32, 171, -3, -0.68465319688145754
32, 187, -3, -0.68465319688145754
60, 215, -1, -0.68465319688145754
4, 75, 0, -0.68401332664804548
26, 221, -2, -0.68313005106397318
84, 167, -2, -0.68313005106397318
121, 221, -2, -0.68313005106397318
45, 91, -2, -0.68292003490312225
91, 172, 2, -0.68292003490312225
38, 174, -3, -0.682288239221013
91, 123, -2, -0.6822422923379533
53, 98, -2, -0.68201142572879547
192, 211, 3, -0.68147732966275387
154, 221, -3, -0.68138514386924687
84, 192, 0, -0.68023136111928018
73, 192, 0, -0.68023136111928006
138, 209, 3, -0.68001929449728127
38, 53, 3, -0.67963300479725131
64, 211, 2, -0.67936622048675743
179, 211, 2, -0.67936622048675743
4, 98, 0, -0.67884423330213062
154, 211, 0, -0.67840052529996808
44, 88, -2, -0.67800267839603645
4, 75, 1, -0.67763246752754036
31, 73, 0, -0.67716774120790801
73, 215, -1, -0.67647545973157641
84, 215, -1, -0.6764754597315763
40, 66, 3, -0.6760839831254738
1, 53, 2, -0.67515385416325957
44, 127, -3, -0.6744532734334624
46, 127, -3, -0.6744532734334624
4, 209, -3, -0.67419986246324215
